sender,recipient,time,keyword_flag,subject_len,sentiment
user5355@company.com,user6694@company.com,2023-01-01 07:32:00,0,7,0
user6683@company.com,user3158@company.com,2023-01-01 19:35:00,1,7,0
user1402@company.com,user9849@company.com,2023-01-01 13:08:00,0,7,0
user5109@company.com,user1736@company.com,2023-01-01 19:38:00,1,7,0
user4307@company.com,user7186@company.com,2023-01-01 11:24:00,0,7,0
user475@company.com,user5894@company.com,2023-01-01 14:37:00,0,7,0
user4074@company.com,user2753@company.com,2023-01-01 17:46:00,0,14,0
user8886@company.com,user3241@company.com,2023-01-01 16:20:00,1,12,0
user6805@company.com,user8833@company.com,2023-01-01 12:12:00,0,7,0
user9930@company.com,user3801@company.com,2023-01-01 10:20:00,1,12,0
user2065@company.com,user4381@company.com,2023-01-01 08:38:00,1,7,0
user1356@company.com,user7633@company.com,2023-01-01 19:35:00,1,12,0
user3847@company.com,user1625@company.com,2023-01-01 15:41:00,0,7,0
user2942@company.com,user7585@company.com,2023-01-01 15:24:00,0,7,0
user9164@company.com,user5996@company.com,2023-01-01 13:32:00,1,12,0
user9320@company.com,user6298@company.com,2023-01-01 18:29:00,0,7,0
user7622@company.com,user9775@company.com,2023-01-01 18:53:00,0,7,0
user5939@company.com,user6276@company.com,2023-01-01 15:33:00,0,14,0
user8484@company.com,user5282@company.com,2023-01-01 18:44:00,0,7,0
user6686@company.com,user7152@company.com,2023-01-01 12:09:00,0,14,0
user6241@company.com,user3577@company.com,2023-01-01 18:40:00,1,7,0
user8614@company.com,user7799@company.com,2023-01-01 15:52:00,1,12,0
user4407@company.com,user8542@company.com,2023-01-01 07:07:00,0,14,0
user5404@company.com,user1906@company.com,2023-01-01 17:05:00,0,7,0
user4662@company.com,user2273@company.com,2023-01-01 17:47:00,1,12,0
user4988@company.com,user2027@company.com,2023-01-01 18:00:00,0,7,0
user2399@company.com,user828@company.com,2023-01-01 12:34:00,0,7,0
user5277@company.com,user9473@company.com,2023-01-01 12:40:00,1,12,0
user9058@company.com,user8573@company.com,2023-01-01 07:44:00,0,7,0
user3660@company.com,user5676@company.com,2023-01-01 09:24:00,0,7,0
user7333@company.com,user4003@company.com,2023-01-01 17:58:00,0,7,0
user2953@company.com,user7240@company.com,2023-01-01 13:52:00,0,14,0
user7149@company.com,user7470@company.com,2023-01-01 07:25:00,0,7,0
user6000@company.com,user74@company.com,2023-01-01 16:05:00,1,12,0
user2749@company.com,user6610@company.com,2023-01-01 08:06:00,0,7,0
user8827@company.com,user1002@company.com,2023-01-01 16:50:00,1,7,0
user7164@company.com,user985@company.com,2023-01-01 19:24:00,0,7,0
user9986@company.com,user3892@company.com,2023-01-01 18:11:00,0,7,0
user2269@company.com,user3180@company.com,2023-01-01 13:31:00,0,7,0
user6550@company.com,user5573@company.com,2023-01-01 17:16:00,0,14,0
user1343@company.com,user9221@company.com,2023-01-01 18:30:00,0,7,0
user1955@company.com,user1143@company.com,2023-01-01 08:49:00,0,7,0
user371@company.com,user2322@company.com,2023-01-01 14:10:00,0,7,0
user1861@company.com,user6462@company.com,2023-01-01 10:04:00,1,12,0
user4840@company.com,user1566@company.com,2023-01-01 16:38:00,0,7,0
user8974@company.com,user9318@company.com,2023-01-01 09:42:00,1,12,0
user3975@company.com,user3669@company.com,2023-01-01 11:58:00,0,14,0
user9931@company.com,user5497@company.com,2023-01-01 15:25:00,0,7,0
user5247@company.com,user4762@company.com,2023-01-01 13:37:00,0,7,0
user4090@company.com,user2284@company.com,2023-01-01 13:49:00,1,12,0
user2279@company.com,user4224@company.com,2023-01-01 09:37:00,0,7,0
user6958@company.com,user6168@company.com,2023-01-01 10:37:00,0,14,0
user7348@company.com,user4543@company.com,2023-01-01 09:42:00,1,12,0
user6933@company.com,user3337@company.com,2023-01-01 10:32:00,0,7,0
user1379@company.com,user2858@company.com,2023-01-01 09:33:00,0,14,0
user153@company.com,user3035@company.com,2023-01-01 10:41:00,1,12,0
user904@company.com,user6719@company.com,2023-01-01 07:39:00,0,7,0
user1169@company.com,user4683@company.com,2023-01-01 08:29:00,0,7,0
user4079@company.com,user6383@company.com,2023-01-01 08:10:00,0,7,0
user9646@company.com,user3565@company.com,2023-01-01 10:35:00,0,14,0
user8979@company.com,user9684@company.com,2023-01-01 11:21:00,1,7,0
user9554@company.com,user7238@company.com,2023-01-01 12:52:00,0,14,0
user5515@company.com,user2585@company.com,2023-01-01 10:49:00,0,7,0
user5593@company.com,user9189@company.com,2023-01-01 16:28:00,0,7,0
user5703@company.com,user345@company.com,2023-01-01 19:49:00,1,12,0
user7488@company.com,user1242@company.com,2023-01-01 10:09:00,0,7,0
user3607@company.com,user7381@company.com,2023-01-01 18:47:00,0,14,0
user9493@company.com,user265@company.com,2023-01-01 10:06:00,0,7,0
user5064@company.com,user6415@company.com,2023-01-01 11:18:00,0,7,0
user9890@company.com,user164@company.com,2023-01-01 18:05:00,1,7,0
user3717@company.com,user3631@company.com,2023-01-01 16:57:00,1,7,0
user9184@company.com,user3678@company.com,2023-01-01 10:44:00,0,7,0
user6941@company.com,user5912@company.com,2023-01-01 07:52:00,0,7,0
user214@company.com,user1936@company.com,2023-01-01 09:33:00,0,14,0
user8279@company.com,user5052@company.com,2023-01-01 17:50:00,0,7,0
user3637@company.com,user6349@company.com,2023-01-01 11:21:00,0,7,0
user1022@company.com,user4045@company.com,2023-01-01 17:03:00,0,14,0
user6349@company.com,user7631@company.com,2023-01-01 19:36:00,0,7,0
user1114@company.com,user3325@company.com,2023-01-01 11:26:00,0,7,0
user647@company.com,user6254@company.com,2023-01-01 17:51:00,0,14,0
user6291@company.com,user5682@company.com,2023-01-01 13:04:00,0,7,0
user1839@company.com,user8077@company.com,2023-01-01 11:30:00,0,7,0
user6761@company.com,user7947@company.com,2023-01-01 09:13:00,1,7,0
user634@company.com,user7113@company.com,2023-01-01 15:34:00,1,12,0
user8129@company.com,user2444@company.com,2023-01-01 14:49:00,1,7,0
user3252@company.com,user8980@company.com,2023-01-01 13:24:00,0,7,0
user9752@company.com,user7967@company.com,2023-01-01 18:03:00,1,12,0
user3411@company.com,user4908@company.com,2023-01-01 17:08:00,0,14,0
user8805@company.com,user266@company.com,2023-01-01 18:48:00,0,7,0
user3347@company.com,user1781@company.com,2023-01-01 13:58:00,0,7,0
user8276@company.com,user2209@company.com,2023-01-01 19:12:00,1,12,0
user9445@company.com,user9706@company.com,2023-01-01 18:23:00,0,7,0
user4939@company.com,user2192@company.com,2023-01-01 17:40:00,0,14,0
user5398@company.com,user6731@company.com,2023-01-01 13:32:00,0,14,0
user7479@company.com,user3674@company.com,2023-01-01 12:51:00,0,7,0
user6489@company.com,user7381@company.com,2023-01-01 12:24:00,1,7,0
user2892@company.com,user8833@company.com,2023-01-01 07:23:00,0,7,0
user629@company.com,user3188@company.com,2023-01-01 13:07:00,0,14,0
user271@company.com,user4404@company.com,2023-01-01 17:27:00,0,14,0
user5445@company.com,user1787@company.com,2023-01-01 07:01:00,0,14,0
user9240@company.com,user5597@company.com,2023-01-01 07:02:00,0,7,0
user9137@company.com,user7690@company.com,2023-01-01 09:25:00,1,7,0
user6857@company.com,user2350@company.com,2023-01-01 14:06:00,1,12,0
user7465@company.com,user5751@company.com,2023-01-01 19:08:00,0,14,0
user5920@company.com,user9398@company.com,2023-01-01 10:59:00,1,7,0
user4306@company.com,user1283@company.com,2023-01-01 12:53:00,1,12,0
user2581@company.com,user3850@company.com,2023-01-01 16:31:00,1,7,0
user3033@company.com,user4126@company.com,2023-01-01 19:29:00,1,7,0
user2444@company.com,user5331@company.com,2023-01-01 15:37:00,0,14,0
user9522@company.com,user5176@company.com,2023-01-01 16:56:00,1,12,0
user5069@company.com,user7022@company.com,2023-01-01 12:05:00,0,7,0
user8728@company.com,user4857@company.com,2023-01-01 13:43:00,1,7,0
user6205@company.com,user3462@company.com,2023-01-01 18:07:00,1,12,0
user485@company.com,user3338@company.com,2023-01-01 09:41:00,0,7,0
user9075@company.com,user8380@company.com,2023-01-01 16:57:00,1,7,0
user8763@company.com,user9377@company.com,2023-01-01 14:35:00,0,7,0
user4964@company.com,user1723@company.com,2023-01-01 18:55:00,1,12,0
user2071@company.com,user7055@company.com,2023-01-01 19:14:00,1,7,0
user2189@company.com,user8505@company.com,2023-01-01 15:08:00,0,7,0
user171@company.com,user8673@company.com,2023-01-01 09:55:00,0,7,0
user1596@company.com,user5113@company.com,2023-01-01 10:42:00,0,14,0
user2492@company.com,user5724@company.com,2023-01-01 09:02:00,0,14,0
user2077@company.com,user9423@company.com,2023-01-01 19:44:00,0,7,0
user497@company.com,user4750@company.com,2023-01-01 09:42:00,1,12,0
user9403@company.com,user8968@company.com,2023-01-01 07:34:00,1,12,0
user8903@company.com,user2839@company.com,2023-01-01 12:15:00,1,7,0
user6180@company.com,user8113@company.com,2023-01-01 17:00:00,0,7,0
user9596@company.com,user7268@company.com,2023-01-01 17:32:00,1,7,0
user606@company.com,user7135@company.com,2023-01-01 08:24:00,0,14,0
user4084@company.com,user1930@company.com,2023-01-01 17:09:00,0,14,0
user7526@company.com,user8646@company.com,2023-01-01 15:42:00,0,7,0
user8525@company.com,user1416@company.com,2023-01-01 13:41:00,0,7,0
user6428@company.com,user6921@company.com,2023-01-01 13:39:00,0,7,0
user7807@company.com,user4400@company.com,2023-01-01 19:56:00,0,7,0
user2625@company.com,user3874@company.com,2023-01-01 10:58:00,0,7,0
user4708@company.com,user4990@company.com,2023-01-01 11:25:00,0,14,0
user1494@company.com,user7545@company.com,2023-01-01 16:46:00,1,7,0
user4947@company.com,user9731@company.com,2023-01-01 18:23:00,1,12,0
user1104@company.com,user1365@company.com,2023-01-01 14:49:00,0,14,0
user4826@company.com,user4196@company.com,2023-01-01 17:44:00,1,7,0
user1165@company.com,user5955@company.com,2023-01-01 10:24:00,0,14,0
user4222@company.com,user5488@company.com,2023-01-01 08:43:00,0,7,0
user3579@company.com,user1214@company.com,2023-01-01 10:09:00,0,14,0
user8629@company.com,user1799@company.com,2023-01-01 18:24:00,1,12,0
user651@company.com,user4944@company.com,2023-01-01 16:06:00,1,7,0
user6442@company.com,user1777@company.com,2023-01-01 07:03:00,1,12,0
user2096@company.com,user7076@company.com,2023-01-01 07:29:00,1,12,0
user8397@company.com,user5762@company.com,2023-01-01 08:26:00,1,7,0
user929@company.com,user6961@company.com,2023-01-01 11:02:00,0,14,0
user5514@company.com,user9032@company.com,2023-01-01 19:58:00,1,7,0
user4823@company.com,user5687@company.com,2023-01-01 08:46:00,0,7,0
user8235@company.com,user2808@company.com,2023-01-01 14:50:00,0,7,0
user4286@company.com,user2620@company.com,2023-01-01 15:39:00,0,7,0
user1236@company.com,user1805@company.com,2023-01-01 13:58:00,1,12,0
user4649@company.com,user9787@company.com,2023-01-01 14:10:00,1,7,0
user8599@company.com,user4037@company.com,2023-01-01 19:09:00,1,7,0
user9848@company.com,user5270@company.com,2023-01-01 14:19:00,0,7,0
user5993@company.com,user1779@company.com,2023-01-01 19:14:00,0,7,0
user8181@company.com,user5763@company.com,2023-01-01 16:37:00,0,7,0
user3664@company.com,user4189@company.com,2023-01-01 12:50:00,0,7,0
user3065@company.com,user3395@company.com,2023-01-01 15:34:00,0,14,0
user8227@company.com,user8007@company.com,2023-01-01 08:25:00,0,7,0
user4142@company.com,user6279@company.com,2023-01-01 18:28:00,1,7,0
user7085@company.com,user9207@company.com,2023-01-01 19:39:00,0,7,0
user9894@company.com,user2977@company.com,2023-01-01 11:41:00,1,12,0
user6661@company.com,user8506@company.com,2023-01-01 07:30:00,0,7,0
user5404@company.com,user7682@company.com,2023-01-01 17:36:00,1,12,0
user5841@company.com,user1193@company.com,2023-01-01 10:05:00,1,7,0
user4564@company.com,user6854@company.com,2023-01-01 10:27:00,1,12,0
user6919@company.com,user2477@company.com,2023-01-01 08:13:00,1,12,0
user202@company.com,user7100@company.com,2023-01-01 09:39:00,1,7,0
user9669@company.com,user4516@company.com,2023-01-01 11:29:00,0,7,0
user8170@company.com,user2215@company.com,2023-01-01 11:22:00,1,7,0
user7970@company.com,user6387@company.com,2023-01-01 16:37:00,0,7,0
user8754@company.com,user8184@company.com,2023-01-01 12:04:00,0,14,0
user4673@company.com,user8660@company.com,2023-01-01 16:54:00,0,7,0
user3315@company.com,user3646@company.com,2023-01-01 13:48:00,0,7,0
user9275@company.com,user7072@company.com,2023-01-01 07:04:00,1,7,0
user4452@company.com,user8072@company.com,2023-01-01 08:23:00,0,7,0
user9397@company.com,user7511@company.com,2023-01-01 14:42:00,0,14,0
user9428@company.com,user4237@company.com,2023-01-01 17:17:00,1,7,0
user5961@company.com,user6433@company.com,2023-01-01 08:16:00,0,14,0
user7444@company.com,user7434@company.com,2023-01-01 11:05:00,0,7,0
user4613@company.com,user1690@company.com,2023-01-01 09:58:00,1,12,0
user4130@company.com,user473@company.com,2023-01-01 12:54:00,0,7,0
user5932@company.com,user2216@company.com,2023-01-01 16:14:00,0,7,0
user2210@company.com,user7579@company.com,2023-01-01 13:37:00,1,12,0
user3121@company.com,user967@company.com,2023-01-01 12:50:00,1,12,0
user2959@company.com,user1954@company.com,2023-01-01 15:27:00,1,7,0
user5527@company.com,user3625@company.com,2023-01-01 09:42:00,1,12,0
user1512@company.com,user6588@company.com,2023-01-01 16:04:00,1,12,0
user4222@company.com,user9384@company.com,2023-01-01 16:14:00,0,7,0
user4554@company.com,user5656@company.com,2023-01-01 17:10:00,0,7,0
user7324@company.com,user9726@company.com,2023-01-01 19:06:00,0,7,0
user177@company.com,user5805@company.com,2023-01-01 12:50:00,1,7,0
user8051@company.com,user833@company.com,2023-01-01 07:45:00,1,12,0
user9155@company.com,user8671@company.com,2023-01-01 14:15:00,0,14,0
user2303@company.com,user9218@company.com,2023-01-01 13:41:00,0,7,0
user408@company.com,user5658@company.com,2023-01-01 18:26:00,0,7,0
user3811@company.com,user6407@company.com,2023-01-01 11:03:00,0,7,0
user7414@company.com,user6687@company.com,2023-01-01 09:48:00,0,7,0
user2638@company.com,user7263@company.com,2023-01-01 08:59:00,0,7,0
user9139@company.com,user9007@company.com,2023-01-01 09:59:00,1,12,0
user4010@company.com,user2012@company.com,2023-01-01 07:46:00,0,7,0
user6651@company.com,user8947@company.com,2023-01-01 14:58:00,0,7,0
user6126@company.com,user4912@company.com,2023-01-01 07:28:00,1,12,0
user4135@company.com,user8831@company.com,2023-01-01 15:46:00,0,14,0
user6807@company.com,user8319@company.com,2023-01-01 09:59:00,0,14,0
user4570@company.com,user3538@company.com,2023-01-01 09:53:00,0,7,0
user1502@company.com,user2212@company.com,2023-01-01 14:31:00,0,7,0
user1854@company.com,user7460@company.com,2023-01-01 19:29:00,1,7,0
user2758@company.com,user7888@company.com,2023-01-01 15:38:00,1,7,0
user3102@company.com,user7835@company.com,2023-01-01 15:43:00,0,7,0
user7708@company.com,user2623@company.com,2023-01-01 11:08:00,1,12,0
user5724@company.com,user8211@company.com,2023-01-01 19:05:00,1,7,0
user410@company.com,user6264@company.com,2023-01-01 12:53:00,0,14,0
user5432@company.com,user8947@company.com,2023-01-01 07:52:00,0,7,0
user6058@company.com,user3513@company.com,2023-01-01 08:27:00,1,7,0
user7229@company.com,user778@company.com,2023-01-01 12:39:00,1,7,0
user9010@company.com,user9097@company.com,2023-01-01 14:21:00,0,7,0
user4431@company.com,user589@company.com,2023-01-01 14:41:00,0,7,0
user2950@company.com,user8808@company.com,2023-01-01 17:18:00,1,7,0
user6162@company.com,user8897@company.com,2023-01-01 15:43:00,0,7,0
user3854@company.com,user2353@company.com,2023-01-01 09:53:00,0,7,0
user1069@company.com,user7861@company.com,2023-01-01 08:53:00,0,14,0
user8989@company.com,user3061@company.com,2023-01-01 09:59:00,0,7,0
user1962@company.com,user9265@company.com,2023-01-01 11:03:00,0,7,0
user3325@company.com,user4209@company.com,2023-01-01 16:44:00,1,12,0
user7496@company.com,user5877@company.com,2023-01-01 17:40:00,0,7,0
user4061@company.com,user3458@company.com,2023-01-01 13:28:00,0,7,0
user3794@company.com,user5852@company.com,2023-01-01 15:35:00,1,7,0
user5590@company.com,user4488@company.com,2023-01-01 16:02:00,0,7,0
user6720@company.com,user7998@company.com,2023-01-01 17:55:00,0,7,0
user1546@company.com,user3433@company.com,2023-01-01 15:43:00,0,7,0
user3808@company.com,user1714@company.com,2023-01-01 18:46:00,0,14,0
user6676@company.com,user8187@company.com,2023-01-01 19:45:00,1,12,0
user4607@company.com,user7406@company.com,2023-01-01 12:42:00,0,7,0
user4086@company.com,user3991@company.com,2023-01-01 12:24:00,1,12,0
user4035@company.com,user8495@company.com,2023-01-01 15:42:00,0,7,0
user8359@company.com,user2711@company.com,2023-01-01 09:28:00,0,14,0
user6539@company.com,user9511@company.com,2023-01-01 14:31:00,1,12,0
user7959@company.com,user3870@company.com,2023-01-01 07:34:00,1,7,0
user2955@company.com,user9487@company.com,2023-01-01 19:32:00,1,7,0
user991@company.com,user7381@company.com,2023-01-01 14:02:00,0,7,0
user3478@company.com,user7086@company.com,2023-01-01 15:05:00,0,14,0
user4248@company.com,user6927@company.com,2023-01-01 19:14:00,1,12,0
user4005@company.com,user2318@company.com,2023-01-01 18:01:00,0,14,0
user5644@company.com,user4903@company.com,2023-01-01 13:04:00,0,7,0
user1192@company.com,user4194@company.com,2023-01-01 18:37:00,0,14,0
user2880@company.com,user2981@company.com,2023-01-01 15:41:00,1,12,0
user7315@company.com,user3102@company.com,2023-01-01 08:42:00,0,7,0
user4263@company.com,user1978@company.com,2023-01-01 17:41:00,0,7,0
user4194@company.com,user9407@company.com,2023-01-01 09:41:00,1,12,0
user5227@company.com,user1698@company.com,2023-01-01 08:34:00,1,7,0
user8257@company.com,user911@company.com,2023-01-01 09:00:00,0,7,0
